brand,model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,os,processor,rating,release_month,year
Oppo,Reno 11 294,770.0,12.0,1024.0,12.0,4500.0,,120.0,No,Android,Snapdragon 7+ Gen 2,3.9,February,
OnePlus,Nord CE 4 Lite 708,1414.0,,64.0,,5500.0,6.0,100.0,No,Android,A18 Pro,4.6,March,2025.0
Samsung,Galaxy M55 902,281.0,12.0,256.0,50.0,6000.0,6.4,18.0,No,Android,Snapdragon 7+ Gen 2,3.9,December,2025.0
Apple,iPhone 15 98,1403.0,12.0,256.0,12.0,4500.0,6.1,33.0,Yes,iOS,Snapdragon 7+ Gen 2,3.7,June,2025.0
ERR,Pixel 9 Pro 616,709.0,12.0,512.0,108.0,5000.0,5.7,,ERR,Android,A18 Pro,3.6,June,2025.0
Oppo,Reno 12 303,545.0,4.0,128.0,200.0,4000.0,7.0,65.0,No,Android,Snapdragon 8 Gen 3,3.7,March,2025.0
OnePlus,OnePlus 13R 331,909.0,8.0,256.0,12.0,15718.959891675882,5.9,140.23293309414115,ERR,Android,A18 Pro,3.9,February,2025.0
Apple,ERR,1655.5047048900408,8.0,64.0,108.0,6000.0,6.2,33.0,Yes,iOS,Snapdragon 6 Gen 1,4.4,February,2025.0
Xiaomi,Mi 14 105,1231.0,4.0,128.0,50.0,6000.0,6.5,33.0,No,Android,Exynos 2400,4.0,March,2025.0
Google,Pixel 9 Pro 475,969.0,16.0,256.0,108.0,6000.0,6.8,120.0,No,Android,Snapdragon 7+ Gen 2,4.6,January,2025.0
Samsung,Galaxy M55 365,447.0,16.0,512.0,48.0,5500.0,6.2,65.0,Yes,Android,Snapdragon 8 Gen 3,4.4,December,2025.0
Infinix,Hot 40 779,1088.0,16.0,64.0,12.0,6000.0,6.5,33.0,Yes,Android,Exynos 2400,4.1,February,2025.0
ERR,11 Pro+ 210,2413.15993122899,6.0,512.0,108.0,5000.0,6.8,44.0,Yes,Android,Snapdragon 8 Gen 3,3.9,February,2025.0
Realme,GT Neo 6 365,1072.0,6.0,,108.0,6000.0,29.016238818370624,100.0,No,Android,Tensor G4,4.2,March,2025.0
Xiaomi,Poco X6 Pro 913,1062.0,12.0,256.0,12.0,5000.0,6.6,33.0,No,Android,A18 Pro,4.1,February,2025.0
Google,Pixel 8 951,761.0,4.0,64.0,200.0,6000.0,6.2,65.0,Yes,Android,Helio G99,3.5,July,2025.0
ERR,ERR,933.0,4.0,512.0,108.0,15575.524070399508,5.9,18.0,No,Android,Snapdragon 6 Gen 1,4.5,February,2025.0
Samsung,Galaxy S24 Ultra 657,349.0,16.0,64.0,200.0,4000.0,6.5,120.0,Yes,Android,Snapdragon 6 Gen 1,4.5,May,2025.0
OnePlus,ERR,665.0,6.0,1518.5859283143402,48.0,6000.0,6.9,18.0,No,Android,ERR,4.4,September,2025.0
Vivo,X100 Pro 548,582.0,6.0,64.0,12.0,5000.0,7.0,100.0,No,Android,Snapdragon 8 Gen 3,4.3,July,2025.0
OnePlus,OnePlus 13 88,2328.243590637592,16.0,1024.0,64.0,6000.0,5.7,100.0,No,Android,ERR,4.3,April,2025.0
Samsung,Galaxy M55 856,,,1024.0,108.0,4000.0,6.7,65.0,ERR,Android,Snapdragon 7+ Gen 2,4.6,April,2025.0
Realme,11 Pro+ 935,984.0,16.0,512.0,50.0,5500.0,6.2,18.0,No,Android,Exynos 2400,3.6,December,2025.0
Google,Pixel 8 180,777.0,8.0,128.0,50.0,6000.0,7.1,120.0,No,Android,Dimensity 9300,3.6,September,2025.0
Google,Pixel 7a 380,1427.0,4.0,128.0,200.0,5000.0,6.9,33.0,Yes,Android,Dimensity 9300,3.8,January,2025.0
Xiaomi,Mi 14 542,951.0,16.0,256.0,108.0,4000.0,6.0,44.0,No,Android,Snapdragon 6 Gen 1,4.8,May,2025.0
Apple,iPhone 16 Pro 518,1043.0,4.0,1024.0,200.0,5500.0,5.6,65.0,No,iOS,Exynos 2400,4.3,August,2025.0
OnePlus,OnePlus 12 687,1483.0,12.0,512.0,50.0,5500.0,7.0,65.0,Yes,Android,Helio G99,4.1,April,2025.0
Realme,Narzo 70 742,1249.0,4.0,512.0,108.0,6000.0,5.6,65.0,Yes,Android,Snapdragon 7+ Gen 2,4.7,June,2025.0
Apple,iPhone 14 583,1291.0,16.0,1024.0,64.0,4500.0,6.8,100.0,Yes,iOS,Dimensity 9300,3.9,November,2025.0
Vivo,V30 561,1206.0,16.0,64.0,200.0,13721.48623744292,6.6,18.0,Yes,ERR,Helio G99,,July,2025.0
Oppo,Reno 11 621,1225.0,16.0,1024.0,108.0,4000.0,6.0,65.0,Yes,Android,Helio G99,3.7,April,2025.0
Apple,iPhone 16 Pro Max 419,1275.0,12.0,1024.0,50.0,4500.0,5.9,100.0,No,iOS,A18 Pro,3.7,May,2025.0
Oppo,Find X7 856,635.0,8.0,512.0,200.0,5000.0,6.0,65.0,No,Android,Snapdragon 7+ Gen 2,4.0,April,2025.0
ERR,GT 7 Pro 5,1080.0,12.0,64.0,200.0,4000.0,5.9,65.0,No,Android,ERR,4.8,July,2025.0
Realme,GT Neo 6 297,1147.0,16.0,256.0,50.0,5500.0,5.9,33.0,Yes,Android,Dimensity 9300,3.9,February,2025.0
Apple,iPhone 16 384,1100.0,4.0,128.0,64.0,5500.0,6.1,44.0,Yes,iOS,Snapdragon 7+ Gen 2,3.7,January,2025.0
Oppo,Find X7 82,730.0,8.0,128.0,108.0,4000.0,5.7,65.0,No,Android,Helio G99,3.9,September,2025.0
Oppo,Reno 11 68,892.0,4.0,,12.0,4500.0,6.7,100.0,Yes,Android,ERR,4.7,November,2025.0
Xiaomi,Poco X6 Pro 676,230.0,6.0,1024.0,64.0,4000.0,7.0,100.0,No,Android,Exynos 2400,4.2,May,2025.0
Oppo,A98 926,820.0,4.0,1024.0,108.0,5000.0,6.4,44.0,No,Android,Tensor G4,3.7,July,2025.0
OnePlus,OnePlus 13 863,830.0,16.0,64.0,48.0,6000.0,5.6,33.0,Yes,Android,Snapdragon 8 Gen 3,4.2,November,2025.0
Google,Pixel 9 Pro 314,131.0,4.0,1024.0,200.0,6000.0,6.6,18.0,Yes,Android,Tensor G4,4.0,July,2025.0
ERR,Pixel 7a 786,1458.0,12.0,128.0,200.0,17060.35704889777,6.7,18.0,No,Android,Snapdragon 8 Gen 3,4.4,May,2025.0
Oppo,Reno 12 328,875.0,4.0,64.0,48.0,4000.0,7.2,33.0,No,Android,Tensor G4,3.8,April,2025.0
Oppo,F27 Pro 521,1479.0,6.0,256.0,200.0,5000.0,5.9,33.0,No,Android,A18 Pro,4.3,July,2025.0
Samsung,Galaxy A75 29,375.0,12.0,512.0,50.0,5000.0,7.0,120.0,No,Android,Exynos 2400,4.4,May,2025.0
Apple,iPhone 16 Pro 166,1109.0,12.0,128.0,12.0,5500.0,6.6,65.0,No,iOS,Dimensity 9300,3.6,August,2025.0
OnePlus,OnePlus 13R 774,1303.0,4.0,512.0,108.0,5500.0,6.6,65.0,Yes,Android,Snapdragon 8 Gen 3,16.652716705661547,ERR,2025.0
Oppo,Find X7 463,413.0,6.0,64.0,200.0,4000.0,7.0,65.0,Yes,Android,Exynos 2400,4.4,April,2025.0
Infinix,GT 20 Pro 122,836.0,12.0,128.0,50.0,6000.0,6.8,33.0,Yes,Android,Tensor G4,5.0,May,2025.0
Google,Pixel 9 Pro 740,1127.0,12.0,512.0,50.0,4000.0,6.5,33.0,No,Android,A18 Pro,3.6,August,2025.0
Infinix,ERR,,4.0,512.0,200.0,5000.0,6.5,120.0,Yes,Android,Exynos 2400,,May,2025.0
Apple,ERR,170.0,6.0,512.0,48.0,5500.0,6.6,,Yes,iOS,Exynos 2400,4.9,December,2025.0
Google,Pixel 8 580,520.0,8.0,512.0,108.0,4500.0,6.7,65.0,Yes,Android,Snapdragon 6 Gen 1,3.9,August,2025.0
Samsung,Galaxy Z Fold6 603,419.0,4.0,128.0,64.0,6000.0,7.1,65.0,Yes,Android,Tensor G4,4.9,April,2025.0
Xiaomi,Redmi Note 14 Pro 171,1475.0,8.0,256.0,108.0,5500.0,6.7,100.0,Yes,Android,Tensor G4,4.5,November,2025.0
Samsung,Galaxy A75 281,699.0,6.0,512.0,50.0,4500.0,5.9,33.0,Yes,Android,A18 Pro,4.8,November,2025.0
Infinix,Smart 8 912,1019.0,4.0,256.0,200.0,6000.0,6.8,18.0,No,Android,Snapdragon 8 Gen 3,3.6,April,2025.0
Xiaomi,Mi 13 Ultra 916,1436.0,8.0,256.0,64.0,4000.0,6.1,33.0,No,Android,Snapdragon 7+ Gen 2,3.5,February,2025.0
Oppo,Find X7 378,1391.0,8.0,256.0,50.0,5500.0,6.9,65.0,ERR,ERR,Dimensity 9300,9.341955953040552,March,2025.0
ERR,Poco X6 Pro 955,1277.0,8.0,64.0,108.0,5000.0,7.0,44.0,No,Android,Snapdragon 8 Gen 3,4.2,ERR,2025.0
Google,Pixel 7a 59,122.0,4.0,64.0,200.0,6000.0,6.7,18.0,No,Android,Tensor G4,5.0,September,2025.0
Oppo,Reno 11 550,1261.0,16.0,512.0,50.0,5500.0,6.3,65.0,Yes,Android,A18 Pro,3.9,August,2025.0
Oppo,Find X7 500,186.0,8.0,512.0,48.0,6000.0,6.9,120.0,Yes,Android,Tensor G4,3.6,April,2025.0
Infinix,GT 20 Pro 113,1166.0,12.0,256.0,108.0,5000.0,7.0,65.0,Yes,Android,Snapdragon 6 Gen 1,4.9,April,2025.0
Samsung,Galaxy S24 Ultra 69,,21.75211099543944,128.0,50.0,4500.0,6.6,18.0,No,Android,Exynos 2400,4.0,November,2025.0
Oppo,Reno 12 352,948.0,4.0,1024.0,12.0,5500.0,26.46968733904025,120.0,No,Android,A18 Pro,21.773900377056094,July,2025.0
Samsung,Galaxy M55 301,899.0,16.0,128.0,64.0,6000.0,5.9,18.0,Yes,Android,Snapdragon 6 Gen 1,3.9,March,2025.0
Vivo,X100 Pro 684,895.0,4.0,,48.0,5000.0,7.0,65.0,ERR,ERR,Snapdragon 6 Gen 1,4.6,February,2025.0
Vivo,X100 Pro 76,1210.0,12.0,512.0,108.0,5500.0,5.9,120.0,Yes,Android,Snapdragon 8 Gen 3,4.2,October,2025.0
Google,Pixel 9 671,664.0,8.0,64.0,50.0,4000.0,6.8,18.0,Yes,Android,Helio G99,4.4,February,2025.0
Apple,iPhone 16 Pro Max 117,1186.0,8.0,512.0,200.0,4000.0,,18.0,No,ERR,Exynos 2400,3.9,February,2025.0
Oppo,Find X7 240,202.0,4.0,,48.0,5500.0,5.9,65.0,No,ERR,Helio G99,3.7,December,2025.0
Google,Pixel 8 16,138.0,16.0,64.0,50.0,4000.0,6.3,44.0,Yes,Android,A18 Pro,3.7,March,2025.0
Infinix,GT 20 Pro 695,1294.0,8.0,256.0,64.0,4000.0,5.5,65.0,No,Android,Snapdragon 7+ Gen 2,5.0,March,2025.0
Apple,iPhone 16 Pro Max 11,602.0,6.0,512.0,108.0,4500.0,6.9,65.0,No,iOS,Dimensity 9300,4.4,June,2025.0
Apple,iPhone 16 Pro Max 409,383.0,27.612142657423576,1024.0,64.0,5500.0,6.7,44.0,Yes,iOS,Snapdragon 7+ Gen 2,15.348394896890973,August,2025.0
OnePlus,Nord 4 500,491.0,4.0,256.0,48.0,4000.0,7.2,100.0,No,Android,Snapdragon 6 Gen 1,3.6,October,2025.0
Oppo,ERR,1064.0,12.0,1024.0,108.0,5000.0,,120.0,Yes,Android,Exynos 2400,4.1,October,
Infinix,Note 40 Pro 876,109.0,4.0,1024.0,108.0,4500.0,7.1,100.0,No,Android,Exynos 2400,3.8,October,2025.0
Vivo,X100 Pro 55,312.0,8.0,1259.4256072765263,64.0,5500.0,6.7,,Yes,Android,Snapdragon 6 Gen 1,4.7,January,5814.589317082727
Apple,iPhone 16 27,1163.0,12.0,128.0,108.0,6000.0,5.5,120.0,No,iOS,Tensor G4,4.4,June,2025.0
Realme,C65 269,834.0,16.0,128.0,50.0,5000.0,6.2,33.0,Yes,Android,Dimensity 9300,4.6,April,2025.0
OnePlus,OnePlus 13 578,1283.0,4.0,64.0,200.0,5500.0,7.0,33.0,No,Android,Helio G99,4.9,February,2025.0
Infinix,GT 20 Pro 749,1466.0,4.0,1024.0,270.0682044184282,,6.9,120.0,No,Android,Snapdragon 7+ Gen 2,3.8,ERR,2025.0
Vivo,V29e 936,984.0,16.0,256.0,200.0,4500.0,6.8,44.0,Yes,Android,Snapdragon 6 Gen 1,4.9,August,2025.0
ERR,Pixel 7a 526,707.0,12.0,64.0,200.0,5000.0,6.9,18.0,ERR,Android,ERR,4.8,May,2025.0
Google,Pixel 9 Pro 117,121.0,4.0,512.0,48.0,5000.0,6.7,44.0,No,Android,A18 Pro,4.3,April,2025.0
OnePlus,OnePlus 13R 542,1471.0,16.0,64.0,108.0,5500.0,6.6,65.0,No,Android,Snapdragon 7+ Gen 2,3.6,October,2025.0
OnePlus,Nord CE 4 Lite 541,923.0,8.0,128.0,64.0,5000.0,5.9,44.0,No,Android,Exynos 2400,3.9,August,2025.0
Apple,iPhone 16 Pro 894,1371.0,16.0,128.0,64.0,4500.0,7.0,65.0,No,iOS,Helio G99,4.1,October,2025.0
Vivo,Y100A 981,779.0,6.0,512.0,64.0,4500.0,6.7,120.0,Yes,Android,Helio G99,4.4,October,2025.0
Oppo,F27 Pro 171,209.0,16.0,64.0,200.0,5000.0,6.1,65.0,No,Android,Dimensity 9300,4.2,October,2025.0
ERR,Reno 11 954,1444.0,4.0,256.0,12.0,4500.0,7.0,289.7223436802623,Yes,Android,Tensor G4,4.3,December,2025.0
Xiaomi,Mi 14 154,,12.0,128.0,108.0,16225.44544555537,6.6,65.0,Yes,Android,Helio G99,,July,2025.0
Vivo,ERR,404.0,8.0,1024.0,50.0,5000.0,7.0,,Yes,Android,Helio G99,4.1,September,5691.4237155511455
Google,Pixel 9 187,1019.0,8.0,1024.0,50.0,5500.0,6.2,120.0,No,Android,Dimensity 9300,4.1,September,2025.0
Oppo,F27 Pro 169,1050.0,6.0,64.0,48.0,4000.0,6.6,44.0,No,Android,Helio G99,3.9,April,2025.0
Infinix,GT 20 Pro 47,1221.0,6.0,512.0,48.0,4500.0,7.0,33.0,Yes,Android,Snapdragon 8 Gen 3,3.9,June,2025.0
OnePlus,Nord CE 4 Lite 619,1121.0,8.0,128.0,200.0,4500.0,6.7,100.0,No,Android,A18 Pro,3.8,September,2025.0
Infinix,Note 40 Pro 692,586.0,16.0,128.0,48.0,4000.0,7.1,120.0,Yes,Android,Exynos 2400,3.6,September,2025.0
Oppo,Reno 12 386,1209.0,16.0,512.0,200.0,4000.0,6.7,120.0,Yes,Android,Exynos 2400,3.7,September,2025.0
Xiaomi,Mi 13 Ultra 367,302.0,8.0,64.0,50.0,5500.0,7.0,65.0,Yes,Android,Tensor G4,4.8,November,2025.0
Vivo,X100 Pro 903,2822.227003134219,16.0,512.0,200.0,4500.0,6.7,120.0,No,Android,ERR,4.6,ERR,2025.0
Samsung,Galaxy S24 630,1109.0,4.0,64.0,108.0,6000.0,6.1,120.0,Yes,Android,A18 Pro,3.9,March,2025.0
Samsung,ERR,3346.4137199506104,12.0,64.0,50.0,,6.5,65.0,Yes,Android,Snapdragon 6 Gen 1,4.1,June,2025.0
OnePlus,OnePlus 13 132,1186.0,8.0,1024.0,200.0,4500.0,6.2,44.0,No,Android,Tensor G4,4.3,July,2025.0
Google,Pixel 9 917,821.0,6.0,512.0,200.0,5500.0,6.3,100.0,No,Android,Snapdragon 6 Gen 1,3.6,September,2025.0
Realme,GT 7 Pro 870,3268.8495707956067,4.0,512.0,48.0,20058.244339615278,7.0,65.0,Yes,Android,Helio G99,3.7,April,
Oppo,F27 Pro 789,1085.0,4.0,512.0,48.0,4000.0,6.1,18.0,Yes,Android,A18 Pro,4.7,December,2025.0
Xiaomi,Mi 14 209,1255.0,4.0,512.0,50.0,5500.0,6.0,18.0,Yes,Android,Exynos 2400,4.0,January,2025.0
ERR,Zero 30 763,359.0,8.0,512.0,200.0,4500.0,6.1,18.0,ERR,Android,Snapdragon 7+ Gen 2,4.1,ERR,2025.0
Google,Pixel 9 348,474.0,12.0,256.0,12.0,5000.0,7.2,120.0,Yes,Android,Snapdragon 8 Gen 3,3.9,July,2025.0
ERR,ERR,1296.0,6.0,512.0,108.0,4500.0,6.7,,Yes,Android,Dimensity 9300,4.8,April,2025.0
Google,Pixel Fold 2 954,355.0,8.0,64.0,50.0,4500.0,6.8,33.0,No,Android,Snapdragon 8 Gen 3,3.9,November,2025.0
Samsung,Galaxy M55 840,1435.0,12.0,128.0,64.0,6000.0,7.0,100.0,Yes,Android,A18 Pro,4.8,November,2025.0
Vivo,V29e 522,1146.0,12.0,128.0,108.0,5000.0,6.8,33.0,Yes,Android,Helio G99,4.3,December,2025.0
Apple,iPhone 16 612,1163.0,4.0,512.0,64.0,4000.0,6.7,65.0,No,iOS,Snapdragon 7+ Gen 2,4.3,August,2025.0
Xiaomi,Mi 13 Ultra 5,884.0,4.0,1024.0,50.0,6000.0,6.5,100.0,Yes,Android,Tensor G4,3.6,October,2025.0
Google,Pixel 8 989,121.0,4.0,128.0,64.0,5000.0,6.4,100.0,No,Android,Snapdragon 6 Gen 1,3.5,June,2025.0
Realme,Narzo 70 716,231.0,16.0,256.0,200.0,5500.0,5.7,65.0,Yes,Android,Dimensity 9300,4.3,July,2025.0
Vivo,V29e 40,427.0,8.0,512.0,48.0,5000.0,5.8,100.0,No,Android,A18 Pro,3.8,July,2025.0
Xiaomi,Mi 13 Ultra 839,928.0,4.0,512.0,200.0,4500.0,6.8,120.0,Yes,Android,Helio G99,4.9,July,2025.0
Apple,iPhone 15 620,225.0,4.0,1024.0,48.0,5000.0,7.2,65.0,Yes,iOS,Snapdragon 8 Gen 3,3.9,October,2025.0
Google,Pixel 7a 498,889.0,4.0,1024.0,398.83826701976335,5500.0,,100.0,Yes,Android,A18 Pro,4.2,April,2025.0
Realme,GT Neo 6 821,881.0,16.0,64.0,200.0,6000.0,5.7,18.0,No,Android,Exynos 2400,4.2,July,2025.0
Google,Pixel 9 21,402.0,12.0,1024.0,48.0,6000.0,5.8,120.0,Yes,Android,Snapdragon 8 Gen 3,4.3,May,2025.0
Realme,GT Neo 6 449,1334.0,4.0,128.0,108.0,4000.0,6.0,44.0,Yes,Android,Tensor G4,3.7,July,2025.0
Apple,iPhone 16 Pro 89,151.0,8.0,128.0,108.0,5500.0,6.3,44.0,Yes,iOS,Dimensity 9300,4.7,June,2025.0
Samsung,Galaxy S24 Ultra 469,218.0,12.0,256.0,108.0,,6.6,65.0,ERR,Android,Snapdragon 7+ Gen 2,4.4,June,2025.0
Xiaomi,Mi 14 62,1309.0,12.0,256.0,342.37706154101136,5000.0,6.4,65.0,ERR,Android,Snapdragon 8 Gen 3,4.2,ERR,2025.0
Vivo,V30 87,210.0,12.0,128.0,64.0,6000.0,6.6,18.0,Yes,Android,Exynos 2400,3.9,February,2025.0
Realme,ERR,179.0,,512.0,108.0,5500.0,5.6,44.0,Yes,Android,Snapdragon 8 Gen 3,4.2,August,2025.0
Realme,GT 7 Pro 522,1271.0,12.0,64.0,48.0,5500.0,16.13961266376795,100.0,No,Android,Exynos 2400,5.0,March,7276.24980170115
Apple,iPhone 15 752,922.0,4.0,1024.0,108.0,5500.0,7.0,65.0,No,iOS,Snapdragon 7+ Gen 2,4.4,November,2025.0
OnePlus,Nord 4 794,833.0,12.0,256.0,108.0,5500.0,6.7,44.0,Yes,Android,Snapdragon 7+ Gen 2,5.0,April,2025.0
OnePlus,Nord CE 4 Lite 147,1234.0,8.0,512.0,48.0,4000.0,6.2,100.0,No,Android,Snapdragon 8 Gen 3,4.9,September,2025.0
Vivo,Y200 244,1397.0,6.0,128.0,48.0,6000.0,28.541417045843378,18.0,Yes,Android,Snapdragon 8 Gen 3,3.7,ERR,2025.0
Apple,iPhone 16 Pro 231,183.0,8.0,128.0,64.0,6000.0,7.2,120.0,Yes,iOS,Snapdragon 6 Gen 1,4.3,July,2025.0
Apple,iPhone 14 43,1058.0,6.0,64.0,48.0,5000.0,6.8,44.0,No,iOS,Snapdragon 8 Gen 3,3.5,July,2025.0
Realme,Narzo 70 406,1320.0,6.0,64.0,50.0,4000.0,6.9,18.0,Yes,Android,Helio G99,3.7,February,2025.0
Samsung,Galaxy S24 Ultra 403,655.0,16.0,128.0,64.0,5000.0,6.9,33.0,No,Android,Snapdragon 8 Gen 3,4.8,December,2025.0
Vivo,V30 731,210.0,4.0,512.0,64.0,5000.0,6.2,44.0,Yes,Android,Tensor G4,3.9,December,2025.0
Apple,iPhone 16 Pro 238,873.0,6.0,256.0,50.0,6000.0,6.0,33.0,Yes,iOS,A18 Pro,4.8,April,2025.0
Xiaomi,Redmi Note 14 Pro 811,377.0,6.0,128.0,50.0,5500.0,7.0,44.0,Yes,Android,Dimensity 9300,4.3,July,2025.0
OnePlus,Nord CE 4 Lite 268,897.0,6.0,128.0,200.0,6000.0,6.0,100.0,No,Android,Snapdragon 7+ Gen 2,4.8,June,2025.0
OnePlus,Nord CE 4 Lite 608,644.0,4.0,512.0,48.0,6000.0,6.2,33.0,No,Android,Snapdragon 7+ Gen 2,4.7,June,2025.0
Infinix,GT 20 Pro 529,3640.6754981309723,4.0,1024.0,108.0,4500.0,6.0,120.0,Yes,ERR,Helio G99,4.0,January,2025.0
Vivo,X100 Pro 537,189.0,8.0,512.0,12.0,5000.0,6.8,18.0,No,Android,Dimensity 9300,4.1,December,2025.0
Samsung,Galaxy S24 216,311.0,4.0,512.0,108.0,5500.0,6.6,120.0,No,Android,Tensor G4,4.1,December,2025.0
Samsung,Galaxy Z Fold6 168,439.0,6.0,,108.0,5500.0,5.9,33.0,Yes,Android,Helio G99,17.714808351750182,September,2025.0
Oppo,F27 Pro 502,1498.0,6.0,512.0,12.0,5000.0,6.6,65.0,Yes,Android,A18 Pro,4.7,September,2025.0
Xiaomi,Poco X6 Pro 224,460.0,16.0,128.0,12.0,4500.0,6.4,44.0,No,Android,Snapdragon 6 Gen 1,4.3,May,2025.0
Vivo,X100 Pro 84,638.0,6.0,64.0,,,7.2,18.0,Yes,Android,Helio G99,4.0,October,2025.0
Oppo,Reno 11 674,197.0,8.0,256.0,64.0,4500.0,6.9,120.0,No,Android,A18 Pro,4.5,February,2025.0
Samsung,Galaxy S24 Ultra 700,1349.0,12.0,1024.0,200.0,5500.0,5.9,100.0,Yes,Android,Dimensity 9300,5.0,May,2025.0
ERR,Galaxy Z Fold6 921,774.0,40.813550176499916,128.0,200.0,23209.00672865992,6.4,33.0,No,Android,Tensor G4,4.7,February,2025.0
Realme,11 Pro+ 103,,,512.0,200.0,6000.0,6.5,65.0,Yes,Android,Tensor G4,12.522278509038973,December,2025.0
Infinix,Zero 30 566,1410.0,4.0,128.0,64.0,4000.0,7.1,18.0,Yes,Android,Snapdragon 7+ Gen 2,4.4,November,2025.0
Infinix,Smart 8 259,182.0,6.0,128.0,48.0,5000.0,5.6,65.0,Yes,Android,Snapdragon 8 Gen 3,5.0,September,2025.0
Apple,iPhone 15 867,1433.0,8.0,512.0,200.0,4000.0,6.4,100.0,No,iOS,Exynos 2400,4.9,September,2025.0
Realme,Narzo 70 169,1111.0,6.0,256.0,64.0,5000.0,6.4,44.0,No,Android,Helio G99,4.4,September,2025.0
Google,Pixel 9 Pro 649,356.0,6.0,512.0,108.0,4500.0,6.5,33.0,No,Android,Dimensity 9300,4.0,January,2025.0
Apple,iPhone 16 982,405.0,8.0,1024.0,50.0,5500.0,5.8,44.0,Yes,iOS,Tensor G4,3.7,March,2025.0
Samsung,Galaxy S24 591,1343.0,6.0,64.0,50.0,4500.0,5.9,18.0,Yes,Android,Snapdragon 6 Gen 1,4.3,August,2025.0
ERR,V29e 415,640.0,8.0,64.0,64.0,6000.0,6.4,100.0,No,ERR,Snapdragon 7+ Gen 2,3.6,June,2025.0
Infinix,Zero 30 194,1267.0,6.0,512.0,64.0,5500.0,6.5,65.0,Yes,Android,Snapdragon 8 Gen 3,3.6,November,2025.0
Xiaomi,Mi 13 Ultra 708,1229.0,8.0,64.0,48.0,5000.0,6.3,18.0,Yes,Android,A18 Pro,3.7,December,2025.0
Apple,iPhone 16 Pro 772,139.0,4.0,64.0,50.0,4500.0,5.9,120.0,No,iOS,Snapdragon 6 Gen 1,4.0,September,2025.0
Apple,ERR,,12.0,64.0,108.0,4000.0,6.4,65.0,ERR,iOS,Dimensity 9300,3.8,January,2025.0
Realme,GT Neo 6 201,408.0,12.0,512.0,108.0,5500.0,6.4,65.0,No,Android,Snapdragon 7+ Gen 2,4.3,May,2025.0
Apple,iPhone 14 583,633.0,4.0,128.0,12.0,4500.0,6.9,120.0,Yes,iOS,Snapdragon 6 Gen 1,4.1,July,2025.0
Realme,C65 162,939.0,12.0,512.0,200.0,5500.0,6.5,100.0,Yes,Android,Snapdragon 7+ Gen 2,5.0,October,2025.0
OnePlus,OnePlus 13R 705,327.0,6.0,512.0,108.0,5000.0,6.7,65.0,Yes,Android,A18 Pro,4.3,October,2025.0
Apple,iPhone 14 91,853.0,8.0,512.0,50.0,4000.0,6.1,18.0,No,iOS,Snapdragon 7+ Gen 2,3.7,June,2025.0
Apple,iPhone 16 Pro Max 497,436.0,12.0,1024.0,50.0,5000.0,5.9,18.0,Yes,iOS,Tensor G4,4.5,June,2025.0
Google,Pixel 8 701,1373.0,4.0,256.0,108.0,4000.0,5.6,120.0,No,Android,Snapdragon 7+ Gen 2,5.0,November,2025.0
Oppo,Reno 12 799,521.0,16.0,,48.0,4000.0,6.1,18.0,No,Android,ERR,11.296808566397134,December,2025.0
Infinix,Zero 30 767,840.0,8.0,1024.0,64.0,4500.0,6.9,100.0,No,Android,Snapdragon 6 Gen 1,4.6,February,2025.0
OnePlus,Nord 4 84,450.0,12.0,128.0,12.0,4500.0,5.6,18.0,Yes,Android,A18 Pro,3.6,December,2025.0
Xiaomi,Mi 14 694,1462.0,12.0,128.0,200.0,,6.5,18.0,ERR,Android,Helio G99,21.51052998244988,August,2025.0
Google,Pixel Fold 2 89,1357.0,4.0,128.0,50.0,5000.0,6.7,18.0,No,Android,Snapdragon 6 Gen 1,4.2,September,2025.0
Infinix,GT 20 Pro 69,1241.0,8.0,128.0,108.0,5500.0,6.4,120.0,Yes,Android,Exynos 2400,3.6,May,2025.0
ERR,Pixel 7a 545,3576.661774561146,8.0,64.0,12.0,5000.0,5.8,44.0,ERR,Android,Exynos 2400,4.1,March,2025.0
Infinix,GT 20 Pro 989,270.0,12.0,1024.0,108.0,4000.0,6.4,18.0,Yes,Android,Tensor G4,4.6,January,2025.0
Samsung,Galaxy A75 375,1465.0,8.0,256.0,50.0,6000.0,5.5,44.0,Yes,Android,A18 Pro,4.2,July,2025.0
Apple,iPhone 14 47,266.0,12.0,512.0,12.0,5500.0,7.2,44.0,No,iOS,Dimensity 9300,4.2,November,2025.0
Apple,iPhone 16 Pro Max 954,1083.0,4.0,128.0,48.0,5000.0,5.7,120.0,Yes,iOS,Helio G99,3.6,May,2025.0
Realme,GT Neo 6 155,835.0,12.0,128.0,64.0,4000.0,6.2,100.0,Yes,Android,Tensor G4,4.9,July,2025.0
Realme,C65 457,343.0,12.0,256.0,64.0,4000.0,7.0,120.0,No,Android,Snapdragon 7+ Gen 2,4.5,December,2025.0
Oppo,Reno 11 997,179.0,12.0,256.0,200.0,5000.0,5.6,120.0,No,Android,Dimensity 9300,4.3,January,2025.0
Apple,iPhone 16 Pro Max 871,445.0,16.0,256.0,200.0,6000.0,5.7,65.0,Yes,iOS,Dimensity 9300,4.5,May,2025.0
Vivo,Y200 250,1119.0,6.0,512.0,64.0,5000.0,7.1,100.0,Yes,Android,Dimensity 9300,3.7,July,2025.0
